Población por distritos y secciones censales de Bizkaia, según sexo, grupos de edad y nacionalidad. 01/01/2019
Población según el sexo;Grupos de edad (%);Extranjeros (%)
Total;Hombres;Mujeres;Sex ratio;0-19;20-64;>=65;UE-27;Resto
Cod;Municipio;Dist;Secc
01;1092;533;559;0,953;18,4;56,2;25,4;3,1;8,2
02;773;366;407;0,899;14,1;53,8;32,1;1,3;1,7
03;1442;735;707;1,04;20,1;59,9;20;2,8;7,6
04;1394;715;679;1,053;27,9;61;11;2,9;2,1
020;Bilbao;08;00;343430;161355;182075;0,886;16,2;59,8;24;1,4;7,5
01;00;48652;22611;26041;0,868;15,4;58,4;26,3;1,1;6,3
02;1204;570;634;0,899;19,9;60,5;19,7;0,7;5,1
03;777;324;453;0,715;17,5;60,1;22,4;0,1;9
05;1229;567;662;0,856;17,2;57,4;25,4;1;5,7
06;1424;677;747;0,906;14,7;57,6;27,7;0,7;8
07;829;369;460;0,802;16,6;58,5;24,8;1,9;3
08;645;328;317;1,035;16;62,9;21,1;0,5;5
09;1182;549;633;0,867;18;54,2;27,7;0,7;9
10;1567;758;809;0,937;17,5;58,8;23,7;0,6;2,6
11;919;401;518;0,774;16,2;55,6;28,2;1,1;6,6
12;749;327;422;0,775;19;60,3;20,7;0,4;8,5
13;1195;531;664;0,8;20;63,4;16,6;3,3;8,9
15;684;311;373;0,834;15,9;60,5;23,5;1,9;8,8
16;1445;663;782;0,848;11,1;52,4;36,5;1;4,6
17;1115;499;616;0,81;13,7;54,5;31,7;1,4;9,5
18;1301;612;689;0,888;13,2;59,3;27,5;1;6,4
19;977;463;514;0,901;13,8;54,9;31,3;0,5;3,7
20;1269;618;651;0,949;14,9;59,4;25,7;0,8;3,3
21;953;414;539;0,768;12,2;60,5;27,3;2,4;8
22;1484;682;802;0,85;12;55,6;32,4;0,9;4,6
23;1637;765;872;0,877;16,3;63,2;20,5;1,1;7,1
25;1399;685;714;0,959;11,1;53,9;35;0,4;2,2
26;1796;846;950;0,891;17,1;63,4;19,5;1,6;8,4
27;1377;683;694;0,984;18,3;59,9;21,8;1,9;7,6
28;1283;643;640;1,005;14,9;60,7;24,4;0,9;10,4
29;1546;736;810;0,909;15,1;61,3;23,7;1;10,3
30;1517;725;792;0,915;14,6;56,2;29,2;0,3;4,5
31;1210;552;658;0,839;14,7;58,3;27;1;9,9
32;1408;638;770;0,829;16,7;54,7;28,6;0,6;6,1
33;783;343;440;0,78;15,6;56,6;27,8;0,6;4,2
34;669;295;374;0,789;16,9;57;26,2;1,5;7,8
35;690;304;386;0,788;11,7;61,2;27,1;0,4;7,5
36;714;308;406;0,759;16,7;62,7;20,6;1,5;5,5
37;723;328;395;0,83;14,4;55,7;29,9;0,7;7,5
38;1641;748;893;0,838;15,1;60,4;24,6;1,5;3,1
39;890;424;466;0,91;19,1;58,3;22,6;1;5,2
40;707;299;408;0,733;11,9;53,6;34,5;0,8;6,8
41;1101;519;582;0,892;14,3;63,4;22,3;3;9,1
42;1781;851;930;0,915;12,2;55,8;32;0,7;3,4
43;833;380;453;0,839;14,6;50,1;35,3;1;3,5
44;1269;584;685;0,853;14,6;53,5;31,9;1;3,1
45;1409;663;746;0,889;12,3;58,7;29;1,2;8,9
46;1321;629;692;0,909;21,4;64,4;14,2;0,8;4,2
02;00;35771;16589;19182;0,865;15;57,1;27,9;1,5;7,3
01;1236;562;674;0,834;11,7;48,8;39,6;1,1;5,7
02;677;341;336;1,015;15,8;62,3;21,9;1,9;2,8
03;1526;733;793;0,924;14,9;63,8;21,3;1,8;4,6
05;993;489;504;0,97;12,7;56,1;31,2;1,1;6,6
06;764;360;404;0,891;13,4;53,1;33,5;2,7;8,1
07;759;343;416;0,825;13,8;57,7;28,5;0,4;7
08;874;374;500;0,748;18,8;57,1;24,1;1,5;9,2
09;870;406;464;0,875;16;54;30;1;7,1
10;742;343;399;0,86;13,5;51,9;34,6;2,4;5,1
11;1310;628;682;0,921;13,2;56,1;30,7;0,6;9,2
12;1396;646;750;0,861;11,9;47,8;40,3;0,8;5
13;1377;646;731;0,884;16,8;60,7;22,4;3,1;10,5
14;974;485;489;0,992;21,7;58,8;19,5;3,4;12,9
15;983;449;534;0,841;18,6;53,3;28,1;0,9;4
16;1079;504;575;0,877;14,6;52,2;33,2;0,9;5
18;947;418;529;0,79;13,4;55,6;30,9;1,4;7,2
19;1360;631;729;0,866;15,6;57,3;27,1;1,8;9,8
20;1308;635;673;0,944;17;66,1;17;1,5;12,2
21;1032;481;551;0,873;18,8;60,9;20,3;2,9;14,1
22;1126;521;605;0,861;16;56,5;27,5;1,7;12,5
23;797;349;448;0,779;14,2;56,1;29,7;1;11,7
24;937;436;501;0,87;14,8;44,7;40,4;0,9;4,1
25;1384;620;764;0,812;14,7;61;24,3;0,8;4
26;1397;656;741;0,885;12,5;60,3;27,2;2;7,1
27;1018;464;554;0,838;18,3;60,6;21,1;1,8;7,4
28;782;376;406;0,926;17;67,6;15,3;2,2;12,8
29;1085;498;587;0,848;10,5;56,1;33,4;0,8;8,5
30;999;448;551;0,813;14,3;56,3;29,4;2,2;3,9
31;1497;655;842;0,778;12,2;56,7;31,1;0,9;3,8
32;1361;611;750;0,815;14,3;57,7;28,1;2,5;3,7
33;1321;614;707;0,868;16,7;58,7;24,6;0,7;3,6
34;1182;559;623;0,897;17,9;57,9;24,2;1,2;8,9
35;678;308;370;0,832;11,4;55,8;32,9;0,7;6,2
03;00;25434;12163;13271;0,917;16,4;62;21,6;0,9;4
01;1936;925;1011;0,915;24,1;62,2;13,7;0,6;2
02;1108;544;564;0,965;17,8;62,7;19,5;0,3;3,2
03;1078;519;559;0,928;14;64;22;0,4;3,4
05;1626;800;826;0,969;16,9;60,9;22,1;1,7;7,6
06;814;396;418;0,947;19,8;60,9;19,3;1;8,6
07;915;446;469;0,951;15,4;64,2;20,4;2,2;9,1
08;665;349;316;1,104;21,1;62,3;16,7;0,9;14,4
09;1185;573;612;0,936;23,1;63;13,8;1,2;8,6
10;707;320;387;0,827;20,1;57,6;22,3;0,8;5,4
11;1391;682;709;0,962;19,1;61;19,9;1,8;9,2
13;1182;520;662;0,785;15,7;53,5;30,9;0,8;1,3
14;727;326;401;0,813;10,6;41,1;48,3;1,1;0,7
15;1060;510;550;0,927;17,8;58;24,2;1,9;4,8
16;1156;528;628;0,841;15,7;55,1;29,2;1,7;2,3
17;1395;694;701;0,99;9,3;65,1;25,6;0,3;1,1
18;1112;524;588;0,891;10,4;68,9;20,7;0,1;2,2
19;1328;641;687;0,933;10,2;69,5;20,3;0,5;0,8
20;1927;903;1024;0,882;14,7;66;19,3;0,4;0,8
21;1513;711;802;0,887;16,7;70,5;12,8;0,9;3,1
22;952;461;491;0,939;14,5;56,6;28,9;0,7;2,7
23;1657;791;866;0,913;16,4;62,3;21,3;0,5;1,4
04;00;40170;18700;21470;0,871;14,5;56,2;29,3;1,9;6,2
02;1201;525;676;0,777;11,7;48,1;40,1;1,2;4,6
03;1473;725;748;0,969;14,5;49,7;35,8;0,7;3,2
05;946;461;485;0,951;11,2;54,8;34;0,6;3
06;1111;529;582;0,909;16,4;55,7;27,9;2,4;7,6
08;1764;786;978;0,804;15,2;58,2;26,5;4,3;9
09;1198;536;662;0,81;12,3;55,3;32,4;1,7;9,3
10;1656;717;939;0,764;11,5;53,3;35,1;0,8;5,1
12;1437;639;798;0,801;14,2;48,2;37,6;1,5;4
13;1099;501;598;0,838;14,6;54,1;31,3;2,1;6,6
14;1518;697;821;0,849;11,8;52,4;35,8;1,5;4,4
15;1042;487;555;0,877;10,5;52,4;37,1;0,4;3,5
16;752;348;404;0,861;14;49,5;36,6;0,4;2,3
17;719;330;389;0,848;11;51;38;0,7;6,7
18;770;361;409;0,883;13;56,6;30,4;0,8;8,4
19;853;384;469;0,819;11,3;55,2;33,5;1,6;4,1
20;714;340;374;0,909;8,8;54,8;36,4;2,4;5,3
21;1249;591;658;0,898;12,6;50,1;37,3;1;2,5
22;1396;628;768;0,818;10,7;50,9;38,5;1,2;4,8
24;1536;700;836;0,837;15;57,8;27,1;2,1;5,8
25;1048;511;537;0,952;15,3;55,4;29,3;1,5;7,9
26;1099;509;590;0,863;15,8;52,8;31,4;3,2;9,3
27;908;395;513;0,77;14;58,7;27,3;2,6;6,9
28;1201;560;641;0,874;15,3;62,3;22,4;3,2;6,4
29;1771;827;944;0,876;15,4;60,8;23,9;0,9;6,9
30;1584;761;823;0,925;12,4;54,4;33,2;2,3;8,5
31;635;297;338;0,879;12,8;58,7;28,5;1,1;5,2
32;1037;489;548;0,892;13,7;64,2;22,1;4;9,5
33;1380;651;729;0,893;14,5;57;28,5;2,5;9,2
35;1059;508;551;0,922;25,9;63,3;10,9;0,9;7,6
36;1294;618;676;0,914;16,5;62,4;21,1;3;7,6
37;1453;687;766;0,897;12,6;54,9;32,5;2,2;4,9
38;998;493;505;0,976;18,7;64,7;16,5;4,3;9,4
39;2269;1109;1160;0,956;23,9;68,4;7,7;1,2;5,1
05;00;61894;30289;31605;0,958;18,4;64,4;17,2;1,7;10,5
01;1854;879;975;0,902;19,4;63,8;16,8;2;4
02;795;347;448;0,775;12,3;65,4;22,3;2,9;8,1
03;1809;858;951;0,902;19,5;59,8;20,7;1,3;6
04;1927;940;987;0,952;16,8;60,9;22,4;1,7;10,7
05;1273;577;696;0,829;15,3;63,9;20,7;1,7;5,7
06;1143;531;612;0,868;13,9;70,6;15,5;1,9;9,2
07;1010;502;508;0,988;15;71,9;13,1;3,6;8,5
08;1595;754;841;0,897;14,3;72,7;13;2,9;12,8
09;1983;963;1020;0,944;14;65,7;20,4;2,1;6,8
10;1054;520;534;0,974;14,7;65,8;19,4;4,2;12,9
11;1037;469;568;0,826;14,9;60,1;25;2;9,2
12;1455;704;751;0,937;16,6;60,4;23;1,6;10,8
13;626;284;342;0,83;14,2;62;23,8;1,8;6,9
14;876;465;411;1,131;12,3;59,5;28,2;1;9,1
15;1732;805;927;0,868;18;61,5;20,5;2,3;8,3
16;1333;620;713;0,87;16,7;58,4;24,8;1,8;6,4
17;1265;613;652;0,94;17,8;58,8;23,4;1;7,5
18;1298;662;636;1,041;16,8;69,9;13,3;1,8;13,3
19;1159;605;554;1,092;10,4;75,8;13,7;2,8;21,2
20;770;390;380;1,026;12,6;73,2;14,2;2,2;20,3
21;1564;807;757;1,066;15,7;69;15,3;1,9;20,5
22;1342;685;657;1,043;14,5;72,4;13,1;2,9;21,5
24;2006;984;1022;0,963;18,2;59,9;21,9;2,6;21,1
25;2025;971;1054;0,921;19,4;64;16,6;2,5;18,3
26;1408;803;605;1,327;15,1;74,5;10,4;1,6;42,1
28;1101;520;581;0,895;17,8;59,1;23,1;3,5;16,1
29;1697;841;856;0,982;27,5;63,1;9,4;1,8;3,2
30;2233;1120;1113;1,006;23,6;68,5;7,9;1,3;9
